repo,stars,forks,lastpush
"Fraunhofer-IMS/AIfES_for_Arduino
",100,16,2022-01-12T15:02:57Z
"bxparks/AceRoutine
",99,13,2022-02-04T21:47:35Z
"jpraus/arduino-opentherm
",99,32,2021-05-05T04:52:14Z
"adafruit/FifteenStep
",98,17,2020-09-16T12:43:24Z
"lucadentella/TOTP-Arduino
",98,20,2020-04-06T07:47:34Z
"Simsso/ShiftRegister74HC595
",98,31,2020-10-28T15:19:20Z
"uStepper/uStepper
",97,41,2019-11-23T11:53:36Z
"xinyu198736/arduino-aliyun-iot-sdk
",97,40,2021-10-18T05:25:55Z
"loginov-rocks/UbxGps
",96,34,2021-03-13T13:14:00Z
"connornishijima/arduino-volume
",96,24,2017-07-18T00:53:48Z
"mrjimenez/JTAG
",96,17,2021-08-31T14:34:26Z
"NorthernWidget/DS3231
",96,58,2022-01-06T17:34:07Z
"adafruit/Adafruit-RGB-LCD-Shield-Library
",95,104,2020-06-29T18:32:16Z
"adafruit/Adafruit-SSD1351-library
",95,44,2020-12-28T19:11:15Z
"davidchatting/Approximate
",95,12,2021-08-09T17:55:13Z
"stm32duino/STM32SD
",95,15,2021-10-05T13:51:22Z
"toblum/TetrisAnimation
",95,15,2021-06-01T21:54:52Z
"PaulStoffregen/MsTimer2
",94,34,2018-10-13T18:03:30Z
"stm32duino/STM32LowPower
",94,45,2022-01-03T13:09:52Z
"aster94/SensorFusion
",93,27,2021-07-19T17:43:47Z
"jandrassy/TelnetStream
",93,11,2022-02-03T19:54:50Z
"meganetaaan/m5stack-avatar
",93,12,2022-01-31T08:28:39Z
"techpaul/PS2KeyAdvanced
",93,22,2021-10-02T13:41:50Z
"ewpa/LibSSH-ESP32
",92,19,2022-01-23T16:07:52Z
"lorol/LITTLEFS
",92,32,2021-12-12T13:11:34Z
"connornishijima/Lixie-arduino
",91,35,2019-12-23T06:39:03Z
"LennartHennigs/ESPRotary
",91,17,2021-06-24T04:47:39Z
"pololu/vl53l1x-arduino
",91,43,2022-02-07T14:34:23Z
"bmellink/IBusBM
",90,24,2021-08-10T22:32:36Z
"thomasfredericks/Chrono
",90,25,2020-07-18T14:35:31Z
"wasm3/wasm3-arduino
",90,10,2021-06-15T12:01:09Z
"adafruit/Adafruit-MAX31855-library
",89,92,2021-03-23T18:37:51Z
"anunpanya/ESP8266_QRcode
",89,48,2020-01-15T08:57:50Z
"gin66/FastAccelStepper
",89,33,2022-02-11T19:30:48Z
"ms-iot/virtual-shields-arduino
",89,46,2018-07-19T17:48:08Z
"horihiro/esp8266-google-home-notifier
",88,20,2022-02-09T22:40:35Z
"LowPowerLab/LowPower
",88,27,2022-01-24T17:23:02Z
"RedBearLab/nRF8001
",88,32,2015-11-01T00:22:28Z
"stm32duino/STM32Examples
",88,42,2021-12-16T08:26:39Z
"thinger-io/Arduino-Library
",88,62,2021-09-28T15:42:53Z
"adafruit/Adafruit_BMP085_Unified
",87,56,2020-06-09T18:59:43Z
"arduino-libraries/Arduino_JSON
",87,36,2022-01-10T09:08:53Z
"ErickSimoes/Ultrasonic
",87,48,2021-10-30T12:12:37Z
"wizard97/ArduinoRingBuffer
",87,20,2020-10-24T22:16:50Z
"maxint-rd/TM16xx
",87,21,2021-11-03T19:26:03Z
"adafruit/Adafruit_LiquidCrystal
",86,69,2020-06-22T13:41:20Z
"adafruit/Adafruit-SSD1331-OLED-Driver-Library-for-Arduino
",86,64,2022-01-18T04:02:53Z
"arduino-libraries/SD
",86,106,2022-01-17T11:33:33Z
"ostaquet/Arduino-SIM800L-driver
",86,42,2021-08-28T09:32:16Z
"adafruit/Adafruit_ADXL345
",85,97,2021-08-31T14:49:45Z
"MichaelJonker/HardwareSerialRS485
",85,26,2018-07-31T21:05:00Z
"micro-bitcoin/uBitcoin
",85,19,2022-01-24T12:40:53Z
"Spirik/GEM
",85,16,2021-11-07T09:35:25Z
"Seeed-Studio/Seeeduino_GPRS
",84,55,2020-05-12T09:21:45Z
"siteswapjuggler/RAMP
",84,16,2021-05-05T17:04:39Z
"erdemarslan/GSMSim
",83,47,2020-11-30T09:59:55Z
"miguel5612/MQSensorsLib
",83,42,2022-02-06T22:17:59Z
"pa-pa/AskSinPP
",83,65,2022-02-12T12:23:39Z
"sparkfun/SparkFun_u-blox_GNSS_Arduino_Library
",83,45,2022-02-11T15:01:44Z
"aster94/GoProControl
",82,20,2021-12-30T17:03:29Z
"Makuna/DFMiniMp3
",82,23,2021-08-30T21:47:19Z
"adafruit/Adafruit_SPIFlash
",81,56,2022-02-11T04:34:12Z
"ArminJo/Talkie
",81,32,2021-10-25T17:14:41Z
"sparkfun/SparkFun_ICM-20948_ArduinoLibrary
",81,39,2021-12-09T11:38:47Z
"adafruit/Adafruit_DotStar
",80,55,2022-01-25T16:11:45Z
"DaAwesomeP/dmxusb
",80,12,2019-12-24T05:44:42Z
"dmadison/NintendoExtensionCtrl
",80,10,2021-05-11T22:35:41Z
"martin2250/ADCTouch
",80,22,2018-09-04T14:58:41Z
"mathertel/LiquidCrystal_PCF8574
",80,42,2021-01-17T22:09:51Z
"ofekp/TinyUPnP
",80,14,2020-11-19T22:01:46Z
"VittorioEsposito/Sim800L-Arduino-Library-revised
",80,45,2021-09-07T10:16:40Z
"carlosefr/pcd8544
",79,28,2020-09-08T10:50:13Z
"hirotakaster/CoAP-simple-library
",79,47,2021-07-02T09:33:53Z
"krzychb/EspSaveCrash
",79,15,2022-01-25T20:28:32Z
"RoboticsBrno/ServoESP32
",79,16,2020-07-17T13:37:00Z
"thingsboard/ThingsBoard-Arduino-MQTT-SDK
",79,61,2021-12-08T17:11:32Z
"bitbank2/PNGdec
",78,9,2022-01-31T20:14:20Z
"bolderflight/UBLOX
",78,26,2022-01-01T19:34:12Z
"adafruit/Adafruit_AMG88xx
",77,45,2022-01-12T19:21:55Z
"adafruit/Adafruit_EPD
",77,34,2022-02-11T22:25:42Z
"jwhiddon/EDB
",77,40,2017-11-08T20:10:54Z
"ricki-z/SDS011
",77,51,2021-03-07T01:08:38Z
"ssilverman/TeensyDMX
",77,4,2022-01-03T15:28:40Z
"stevemarple/IniFile
",77,33,2020-12-28T11:37:16Z
"adafruit/Adafruit_BME680
",76,58,2021-07-27T20:25:17Z
"adafruit/Adafruit_TSL2561
",76,78,2020-12-23T19:38:50Z
"cujomalainey/antplus-arduino
",76,20,2022-02-07T04:20:20Z
"ElectronicCats/CayenneLPP
",76,38,2021-11-24T14:38:51Z
"PaulStoffregen/DmxSimple
",76,17,2021-07-02T19:22:11Z
"sudomesh/LoRaLayer2
",76,20,2021-11-28T20:54:40Z
"adafruit/Adafruit_MCP4725
",75,49,2020-06-01T16:35:02Z
"pololu/apa102-arduino
",75,13,2020-12-17T21:45:16Z
"uArm-Developer/UArmForArduino
",75,54,2018-07-18T12:07:37Z
"datacute/DoubleResetDetector
",74,12,2020-03-07T06:14:52Z
"marcinbor85/microshell
",74,12,2021-05-17T19:14:13Z
"mathertel/DMXSerial2
",74,24,2022-01-26T17:12:40Z
"stevemarple/MicroNMEA
",74,32,2020-12-29T16:39:34Z
"udoklein/dcf77
",74,22,2022-01-02T11:22:42Z
"0015/TP_Arduino_DigitalRain_Anim
",73,6,2021-12-07T19:02:47Z
"arduino-libraries/WiFiNINA
",73,77,2022-01-19T14:59:46Z
"etherkit/JTEncode
",73,22,2021-10-11T00:12:10Z
"witnessmenow/arduino-ifttt-maker
",73,18,2020-06-10T02:44:59Z
"bitbank2/OneBitDisplay
",72,6,2022-01-27T12:48:52Z
"PTS93/Stator
",72,3,2020-12-15T13:17:08Z
"adafruit/Ethernet2
",71,67,2019-01-07T00:26:38Z
"AndreaLombardo/L298N
",71,26,2021-07-16T07:06:13Z
"siara-cc/esp_arduino_sqlite3_lib
",71,15,2019-08-03T05:17:16Z
"tuya/tuya-wifi-mcu-sdk-arduino-library
",71,13,2021-11-04T08:14:55Z
"wizard97/Embedded_RingBuf_CPP
",71,22,2022-01-21T12:06:15Z
"dreed47/WifiMQTTManager
",70,32,2020-01-03T21:07:51Z
"forkineye/ESPAsyncE131
",70,22,2021-11-19T11:26:11Z
"jrullan/StateMachine
",70,15,2021-02-10T16:43:10Z
"nickgammon/Regexp
",70,16,2019-06-12T00:56:08Z
"Apollon77/I2CSoilMoistureSensor
",69,28,2019-09-17T21:39:35Z
"pololu/l3g-arduino
",69,75,2020-12-17T19:51:04Z
"pozyxLabs/Pozyx-Arduino-library
",69,47,2021-03-12T00:12:02Z
"PRosenb/DeepSleepScheduler
",69,4,2021-06-13T06:19:57Z
"sparkfun/SparkFun_APDS-9960_Sensor_Arduino_Library
",69,55,2021-06-21T15:22:03Z
"stevemarple/SoftWire
",69,20,2021-10-18T09:01:23Z
"suculent/thinx-aes-lib
",69,30,2022-01-28T10:01:32Z
"henriksod/Fabrik2DArduino
",68,21,2021-09-16T17:35:28Z
"lathoub/USB-MIDI
",68,5,2021-07-10T09:05:05Z
"madhephaestus/ESP32Servo
",68,22,2021-12-19T17:14:22Z
"mrdunk/esp8266_mdns
",68,14,2022-02-06T23:35:50Z
"PaulStoffregen/TimerThree
",68,31,2019-12-27T10:12:28Z
"pololu/qtr-sensors-arduino
",68,99,2020-03-14T08:51:13Z
"sparkfun/SparkFun_Micro_OLED_Arduino_Library
",68,55,2021-09-01T01:11:02Z
"waspinator/AccelStepper
",68,45,2021-08-31T08:11:26Z
"abderraouf-adjal/ArduinoSpritzCipher
",67,13,2020-08-20T18:55:23Z
"bhagman/SoftPWM
",67,24,2022-01-03T17:04:48Z
"marcoschwartz/aREST_UI
",67,35,2019-06-08T17:08:46Z
"NachtRaveVL/PCA9685-Arduino
",67,26,2020-10-27T03:27:36Z
"pkerspe/ESP-FlexyStepper
",67,18,2021-11-07T14:44:53Z
"SMFSW/Queue
",67,14,2021-10-27T12:02:30Z
"sparkfun/SparkFun_MPU-9250_Breakout_Arduino_Library
",67,46,2021-01-03T20:09:49Z
"adafruit/Adafruit_LSM303DLHC
",66,71,2019-10-22T02:37:38Z
"adafruit/Adafruit_SHT31
",66,54,2020-09-27T15:32:50Z
"connornishijima/arduino-buzz
",66,8,2016-10-21T18:10:31Z
"cujomalainey/ant-arduino
",66,10,2021-11-18T21:16:12Z
"dxinteractive/AnalogMultiButton
",66,11,2020-09-17T16:36:51Z
"gutierrezps/ESP32_I2C_Slave
",66,13,2021-10-16T22:58:04Z
"pololu/fastgpio-arduino
",66,19,2020-12-17T21:04:30Z
"shaduzlabs/synapse
",66,10,2019-05-01T12:30:28Z
"DaleGia/Nano33BLESensor
",65,17,2020-09-15T14:21:39Z
"Smartphone-Companions/ESP32-ANCS-Notifications
",65,17,2020-12-08T20:58:29Z
"adafruit/Adafruit_MPR121_Library
",64,58,2021-07-06T17:25:17Z
"arduino-libraries/RTCZero
",64,75,2022-01-28T00:31:31Z
"MCUdude/SigmaDSP
",64,25,2021-12-05T17:05:08Z
"Nkawu/TFT_22_ILI9225
",64,38,2020-11-03T22:06:30Z
"olikraus/U8g2_for_Adafruit_GFX
",64,21,2021-10-20T21:23:26Z
"platisd/smartcar_shield
",64,37,2022-01-22T11:21:01Z
"SoftwareTools4Makers/OPC
",64,35,2018-09-04T10:53:25Z
"tobozo/ESP32-targz
",64,9,2022-01-03T08:20:19Z
"wolfv6/keybrd
",64,13,2018-07-23T01:43:47Z
"bartoszbielawski/LEDMatrixDriver
",63,19,2021-08-29T20:52:09Z
"ChipTechno/WiFiMan
",63,18,2021-01-06T07:19:04Z
"marcmerlin/SmartMatrix_GFX
",63,8,2020-12-28T23:49:42Z
"myDevicesIoT/Cayenne-MQTT-Arduino
",63,38,2021-02-08T19:59:52Z
"OpenBCI/OpenBCI_32bit_Library
",63,71,2021-04-28T14:49:26Z
"septillion-git/FadeLed
",63,15,2021-02-01T13:39:13Z
"thingSoC/embedis
",63,8,2019-02-04T17:06:23Z
"TMRh20/AutoAnalogAudio
",63,26,2021-04-29T14:25:52Z
"asukiaaa/MPU9250_asukiaaa
",62,26,2020-12-08T09:23:27Z
"CircuitMess/CircuitMess-Ringo
",62,14,2021-08-10T14:00:57Z
"elkrem/koyn
",62,21,2019-05-31T21:38:56Z
"MajicDesigns/MD_MIDIFile
",62,24,2020-11-23T18:07:00Z
"ParsePlatform/Parse-SDK-Arduino
",62,100,2020-02-11T23:20:50Z
"pfeerick/elapsedMillis
",62,21,2020-05-09T12:38:23Z
"sparkfun/SparkFun_SCD30_Arduino_Library
",62,39,2022-01-28T21:54:46Z
"ayushsharma82/EasyUI
",61,24,2019-03-19T00:28:02Z
"freetronics/DMD2
",61,58,2020-06-21T23:17:58Z
"joysfera/arduino-tasker
",61,14,2021-05-02T17:56:30Z
"Naguissa/uRTCLib
",61,18,2020-08-06T12:15:31Z
"RealTadango/FrSky
",61,22,2022-01-17T19:53:08Z
"tanakamasayuki/Arduino_TensorFlowLite_ESP32
",61,26,2020-06-22T07:51:04Z
"adafruit/CC3000_MDNS
",60,16,2019-01-24T17:13:03Z
"connornishijima/AlertMe
",60,18,2019-12-23T06:51:31Z
"Seithan/EasyNextionLibrary
",60,15,2021-02-01T14:02:31Z
"ciniml/WireGuard-ESP32-Arduino
",60,11,2022-01-22T18:06:25Z
"adafruit/Adafruit_LIS3DH
",59,44,2022-01-12T21:20:16Z
"Aypac/Arduino-TR-064-SOAP-Library
",59,17,2022-02-02T14:16:30Z
"damellis/PCM
",59,22,2020-10-06T20:40:12Z
"davetcc/TaskManagerIO
",59,11,2022-02-13T17:26:48Z
"dmkishi/Dusk2Dawn
",59,27,2022-01-09T11:47:54Z
"eloquentarduino/EloquentVision
",59,14,2021-08-17T06:37:57Z
"janelia-arduino/Vector
",59,15,2021-09-16T15:06:45Z
"neman-io/Bleeper
",59,8,2020-08-31T15:39:37Z
"Pharap/FixedPointsArduino
",59,6,2021-09-05T18:18:27Z
"sebnil/DueFlashStorage
",59,44,2020-04-05T05:05:56Z
"stm32duino/STM32RTC
",59,25,2022-01-24T17:13:34Z
"bitbank2/Multi_OLED
",58,9,2019-12-19T17:55:05Z
"bxparks/AceTime
",58,13,2022-02-14T01:36:17Z
"PaulStoffregen/Tlc5940
",58,34,2021-11-16T20:23:04Z
"septillion-git/QC2Control
",58,25,2017-10-22T17:50:08Z
"skaarj1989/mWebSockets
",58,15,2021-10-11T12:05:35Z
"xoseperez/eeprom_rotate
",58,9,2019-01-29T04:18:53Z
"sstaub/Ethernet3
",57,27,2022-01-29T16:11:37Z
"adafruit/Adafruit_Arcada
",57,15,2022-01-22T00:00:44Z
"adafruit/Adafruit_CCS811
",57,27,2021-09-07T20:45:44Z
"chatelao/MiniPirate
",57,8,2018-07-22T14:26:27Z
"lewapek/sds-dust-sensors-arduino-library
",57,18,2020-09-15T19:16:55Z
"a7md0/WakeOnLan
",56,5,2019-08-02T07:42:34Z
"adafruit/Adafruit_DAP
",56,15,2022-01-03T21:26:54Z
"PaulStoffregen/FreqMeasure
",56,27,2021-12-23T19:25:56Z
"sparkfun/SparkFun_LSM9DS1_Arduino_Library
",56,74,2021-06-28T16:12:34Z
"teemuatlut/TMC2208Stepper
",56,22,2020-08-07T12:41:26Z
"bakercp/CRC32
",55,25,2017-11-15T17:10:57Z
"Chris--A/PrintEx
",55,16,2020-01-23T19:48:59Z
"evert-arias/EasyBuzzer
",55,13,2019-02-25T15:07:48Z
"marvinroger/arduino-shutters
",55,17,2020-06-15T21:01:20Z
"pololu/zumo-32u4-arduino-library
",55,54,2021-11-24T00:34:33Z
"r-downing/AutoPID
",55,32,2022-01-21T18:02:27Z
"adafruit/Adafruit-MCP23008-library
",54,51,2021-06-25T21:36:23Z
"adafruit/TinyLoRa
",54,33,2020-06-19T02:09:32Z
"arduino-libraries/ArduinoECCX08
",54,42,2022-01-10T08:49:06Z
"fredilarsen/ModuleInterface
",54,9,2021-12-06T19:08:37Z
"khoih-prog/EthernetWebServer_STM32
",54,15,2022-02-03T23:22:08Z
"khoih-prog/WiFiWebServer
",54,10,2022-02-14T05:02:37Z
"rfetick/Kalman
",54,5,2021-10-26T22:08:59Z
"Seeed-Studio/Grove_Temperature_And_Humidity_Sensor
",54,55,2021-10-11T10:19:38Z
"Seeed-Studio/RFID_Library
",54,26,2020-05-12T09:22:46Z
"sparkfun/SparkFun_BNO080_Arduino_Library
",54,50,2022-02-03T09:56:01Z
"arduino-libraries/ArduinoIoTCloud
",53,47,2022-02-08T13:03:30Z
"arduino-libraries/MKRWAN
",53,54,2021-12-21T15:56:15Z
"BriscoeTech/Arduino-FreeRTOS-SAMD21
",53,12,2021-07-15T12:48:16Z
"harvie/ps2dev
",53,9,2021-08-02T06:52:11Z
"sparkfun/SparkFun_VL53L1X_Arduino_Library
",53,37,2022-02-03T19:23:55Z
"SukkoPera/PsxNewLib
",53,15,2021-07-04T14:23:18Z
"adafruit/Adafruit_RA8875
",52,47,2021-06-30T18:02:14Z
"adafruit/Adafruit_Seesaw
",52,47,2022-02-10T21:26:49Z
"AIS-DeviceInnovation/AIS_NB_BC95
",52,35,2019-07-02T08:28:41Z
"arduino-libraries/Stepper
",52,86,2022-01-10T08:47:49Z
"arduino/ArduinoCloudProviderExamples
",52,17,2019-03-19T14:35:46Z
"cmmakerclub/WiFiConnector
",52,22,2016-05-15T07:24:47Z
"helium/longfi-arduino
",52,37,2021-11-22T18:25:07Z
"horihiro/esp8266-google-tts
",52,18,2021-01-02T06:41:40Z
"Integreight/1Sheeld-Arduino-Library
",52,23,2018-07-15T11:32:12Z
"Martinsos/arduino-lib-hc-sr04
",52,34,2022-01-18T11:06:34Z
"max22-/ESP32-BLE-MIDI
",52,11,2022-01-23T11:17:27Z
"ostaquet/Arduino-MQ131-driver
",52,19,2021-06-24T10:56:17Z
"RobTillaart/DHTNew
",52,10,2022-01-31T16:44:28Z
"yknivag/ESP_OTA_GitHub
",52,11,2021-09-29T06:25:56Z
"bengtmartensson/Infrared4Arduino
",51,22,2021-11-03T20:07:10Z
"njh/EtherSia
",51,15,2021-10-31T17:51:52Z
"olikraus/Ucglib_Arduino
",51,18,2021-01-28T16:52:43Z
"ppedro74/Arduino-SerialCommands
",51,23,2021-09-10T14:47:19Z
"rlogiacco/VoltageReference
",51,17,2020-12-17T13:39:27Z
"Seeed-Studio/TFT_Touch_Shield_V2
",51,55,2021-05-13T06:27:29Z
"sparkfun/phant-arduino
",51,19,2017-11-28T19:15:40Z
"acrobotic/Ai_Ardulib_SSD1306
",50,19,2021-05-22T16:06:20Z
"adafruit/Adafruit_ZeroDMA
",50,16,2021-05-31T19:46:09Z
"arduino-libraries/ArduinoBearSSL
",50,39,2022-01-28T07:39:47Z
"arduino-libraries/MKRGSM
",50,49,2021-12-20T11:35:24Z
"fbiego/ESP32Time
",50,14,2021-07-15T18:27:58Z
"jandrassy/EthernetENC
",50,12,2022-02-03T20:07:57Z
"jwrw/ESP_EEPROM
",50,7,2020-12-06T12:33:30Z
"logickworkshop/du-ino
",50,5,2021-02-18T23:36:04Z
"rgot-org/TheThingsNetwork_esp32
",50,17,2021-10-03T14:46:04Z
"tobiasschuerg/MH-Z-CO2-Sensors
",50,27,2022-02-04T11:36:22Z
"Seeed-Studio/Seeed_Arduino_Sketchbook
",50,36,2021-11-23T17:15:21Z
"GyverLibs/GyverPortal
",49,4,2022-02-14T00:34:17Z
"4dsystems/ViSi-Genie-Arduino-Library
",49,61,2022-01-25T20:27:52Z
"arduino-libraries/ArduinoLowPower
",49,52,2022-01-10T09:01:17Z
"fabiuz7/Dimmable-Light-Arduino
",49,16,2021-12-14T22:51:24Z
"hideakitai/ESP32DMASPI
",49,18,2022-01-06T01:44:25Z
"ivanseidel/ArduinoSensors
",49,19,2021-05-26T17:45:13Z
"khoih-prog/WebSockets_Generic
",49,8,2022-01-28T06:33:31Z
"paulo-raca/YetAnotherArduinoWiegandLibrary
",49,14,2019-03-07T03:42:45Z
"TridentTD/TridentTD_LineNotify
",49,37,2022-01-04T13:10:56Z
"whatnick/ATM90E26_Arduino
",49,27,2020-10-14T20:05:23Z
"davetcc/tcMenuLib
",48,7,2022-02-13T17:09:27Z
"m5stack/M5GFX
",48,13,2022-02-03T09:07:17Z
"mobizt/Firebase-Arduino-WiFiNINA
",48,9,2021-11-10T03:29:05Z
"connornishijima/Pixie
",47,7,2021-10-22T16:38:29Z
"OttoDIY/OttoDIYLib
",47,50,2022-01-21T10:56:57Z
"jrullan/neotimer
",47,13,2020-07-13T01:25:52Z
"lovyan03/M5Stack_TreeView
",47,6,2020-06-27T14:22:41Z
"matmunk/DS18B20
",47,21,2020-12-13T13:28:39Z
"PaulStoffregen/NXPMotionSense
",47,47,2021-08-16T18:10:28Z
"adafruit/Adafruit_NeoTrellisM4
",46,27,2020-09-25T08:31:06Z
"adafruit/Adafruit_TSL2591_Library
",46,40,2021-10-19T17:31:01Z
"Bananut-Electronics/MiDispositivoMIDI_V3
",46,6,2020-05-02T11:16:47Z
"luni64/TeensyTimerTool
",46,11,2022-02-11T15:40:49Z
"MajicDesigns/MD_Menu
",46,20,2021-01-17T03:29:16Z
"MattFryer/Smoothed
",46,9,2021-12-02T12:29:19Z
"puuu/USIWire
",46,17,2020-07-18T12:33:52Z
"ricaun/LoRaNow
",46,17,2020-05-08T19:54:03Z
"rlogiacco/AnalogButtons
",46,11,2020-12-17T13:06:20Z
"Schm1tz1/aws-sdk-arduino-esp8266
",46,28,2021-05-13T08:17:40Z
"stevemarple/AsyncDelay
",46,12,2020-11-30T21:45:03Z
"tomstewart89/Geometry
",46,10,2022-02-13T07:33:00Z
"tomstewart89/StateSpaceControl
",46,14,2021-08-28T12:55:00Z
"adafruit/Adafruit_MPU6050
",45,19,2022-01-12T19:15:42Z
"ArminJo/NeoPatterns
",45,10,2022-02-13T21:36:01Z
"Dlloydev/QuickPID
",45,21,2022-01-21T19:47:23Z
"khoih-prog/AsyncHTTPRequest_Generic
",45,13,2022-02-12T19:18:20Z
"pololu/vl6180x-arduino
",45,23,2021-12-26T04:37:55Z
"sparkfun/SparkFun_LSM6DS3_Arduino_Library
",45,40,2021-11-15T15:11:26Z
"stm32duino/LwIP
",45,24,2022-01-31T09:31:58Z
"DanNixon/NeoNextion
",44,31,2019-10-22T14:19:51Z
"Davideddu/APDS9930
",44,27,2019-09-29T23:20:52Z
"Gamebuino/Gamebuino-Meta
",44,20,2022-01-28T17:28:32Z
"madleech/Button
",44,22,2021-04-20T22:28:58Z
"pololu/dual-vnh5019-motor-shield
",44,72,2021-03-27T01:36:42Z
"Stan-Reifel/SpeedyStepper
",44,24,2020-05-30T22:48:35Z
"wizard97/ArduinoProcessScheduler
",44,15,2021-12-19T04:51:08Z
"adafruit/Adafruit_ImageReader
",43,19,2022-01-10T11:09:05Z
"adafruit/Adafruit_MAX31865
",43,61,2022-01-14T12:01:46Z
"adafruit/Adafruit_NeoPXL8
",43,5,2021-09-14T15:48:46Z
"BrushlessPower/SBUS2-Telemetry
",43,15,2022-01-22T23:28:35Z
"embeddedartistry/arduino-printf
",43,7,2022-01-26T00:13:03Z
"Open-Bionics/FingerLib
",43,18,2018-07-16T08:14:20Z
"ROBOTIS-GIT/Dynamixel2Arduino
",43,23,2022-02-11T01:25:30Z
"TriadSemi/TS4231
",43,12,2018-05-09T19:39:14Z
"xreef/EMailSender
",43,18,2022-01-09T13:03:18Z
"adafruit/Adafruit_DRV2605_Library
",42,43,2021-09-14T15:29:08Z
"adafruit/Adafruit_Trellis_Library
",42,25,2017-11-29T22:53:52Z
"adafruit/Audio
",42,9,2020-01-24T16:35:54Z
"chirp/chirp-arduino
",42,15,2020-10-05T13:39:33Z
"djuseeq/Ch376msc
",42,13,2021-03-18T12:14:46Z
"MarScaper/ephemeris
",42,11,2021-03-20T15:10:41Z
"PRosenb/EEPROMWearLevel
",42,13,2021-09-04T09:49:13Z
"RobTillaart/PCF8574
",42,15,2021-12-23T11:48:22Z
"adafruit/Adafruit_SHARP_Memory_Display
",41,37,2020-07-21T13:43:57Z
"arachnidlabs/tsunami-arduino
",41,11,2018-07-15T08:20:03Z
"budryerson/TFMini-Plus
",41,14,2021-09-11T22:22:20Z
"fabiuz7/esp-logger-lib
",41,13,2021-03-30T23:10:44Z
"gavinlyonsrepo/TM1638plus
",41,15,2022-02-04T16:38:11Z
"Hardi-St/MobaLedLib
",41,15,2022-02-13T17:11:11Z
"ivanseidel/Gaussian
",41,10,2019-12-28T14:40:06Z
"johnnyb/Shifty
",41,9,2017-07-20T16:40:32Z
"khoih-prog/Blynk_WM
",41,4,2021-10-10T05:15:09Z
"poelstra/arduino-multi-button
",41,12,2022-01-18T21:48:03Z
"RB-ENantel/RC_ESC
",41,15,2020-01-06T20:34:11Z
"Roger-random/ESP_8_BIT_composite
",41,4,2021-12-03T22:16:38Z
"xreef/EByte_LoRa_E22_Series_Library
",41,7,2022-02-03T16:01:59Z
"alextaujenis/RBD_Timer
",40,18,2020-06-08T21:33:49Z
"HelTecAutomation/Heltec_ESP8266
",40,16,2021-02-07T08:51:57Z
"adafruit/Adafruit_MPL3115A2_Library
",39,31,2022-01-13T02:47:34Z
"arduino-libraries/ArduinoRS485
",39,41,2022-01-10T08:51:33Z
"frankjoshua/rosserial_arduino_lib
",39,26,2021-11-14T11:09:14Z
"khoih-prog/WebSockets2_Generic
",39,17,2022-01-31T13:19:51Z
"lovyan03/M5Stack_OnScreenKeyboard
",39,6,2019-12-30T01:56:35Z
"MohammedRashad/ArduZ80
",39,5,2017-05-12T11:38:13Z
"NachtRaveVL/Lepton-FLiR-Arduino
",39,14,2020-10-24T12:48:36Z
"netpieio/microgear-esp8266-arduino
",39,43,2020-06-30T13:58:08Z
"PaulStoffregen/PulsePosition
",39,19,2022-02-12T16:00:06Z
"pvizeli/CmdParser
",39,21,2021-03-19T19:54:17Z
"stm32duino/FatFs
",39,23,2021-10-05T15:49:11Z
"thehapyone/BareBoneSim800
",39,20,2019-08-15T10:20:10Z
"Vrekrer/Vrekrer_scpi_parser
",39,12,2021-10-25T01:57:47Z
"107-systems/107-Arduino-UAVCAN
",38,21,2021-12-14T12:06:55Z
"closedcube/ClosedCube_HDC1080_Arduino
",38,27,2020-04-18T01:57:09Z
"psychogenic/SerialUI
",38,6,2019-06-25T16:03:11Z
"Seeed-Studio/OLED_Display_128X64
",38,31,2021-11-10T00:50:57Z
"Suraj151/esp8266-framework
",38,14,2021-08-22T20:54:27Z
"witnessmenow/arduino-instagram-stats
",38,18,2021-01-22T10:35:40Z
"someweisguy/esp_dmx
",38,1,2021-12-10T02:57:22Z
"adafruit/Adafruit_MCP9808_Library
",37,46,2021-07-13T04:32:42Z
"aspenforest/SIM800
",37,28,2019-05-27T19:09:30Z
"bengtmartensson/AGirs
",37,10,2021-11-03T20:07:42Z
"blazer82/FT81x_Arduino_Driver
",37,7,2021-09-15T15:33:02Z
"sblantipodi/arduino_bootstrapper
",37,7,2022-02-08T13:35:11Z
"SMFSW/cQueue
",37,15,2020-11-04T21:47:57Z
"sparkfun/SparkFun_Simultaneous_RFID_Tag_Reader_Library
",37,24,2021-11-05T11:36:10Z
"Stan-Reifel/FlexyStepper
",37,21,2020-09-02T08:13:47Z
"TinyCircuits/TinyCircuits-TinyScreen_Lib
",37,17,2021-06-08T17:08:50Z
"uStepper/uStepperS
",37,14,2021-12-27T19:41:20Z
"934virginia/Norman
",36,3,2019-12-19T04:55:46Z
"adafruit/TinyDHT
",36,16,2020-06-29T18:36:37Z
"arduino-libraries/ArduinoSound
",36,26,2022-01-10T09:01:54Z
"eecharlie/MatrixMath
",36,8,2020-08-31T18:58:21Z
"Infineon/TLE5012-Magnetic-Angle-Sensor
",36,21,2021-09-30T09:14:26Z
"Megunolink/MLP
",36,22,2022-02-06T07:19:47Z
"mirobot/mirobot-arduino
",36,36,2020-01-05T11:32:24Z
